lon_round,lat_round,longitude,latitude,names,categories,sources,n_sources
-84.42423,33.70579,-84.4242282,33.70579219999999,Concrete Jungle's Dog Head Farm,Farm,gdf_selected,1
-84.42385,33.69783,-84.42385,33.69783,Sylvan Station Inc  ,Convenience Store,snap_atlanta_df,1
-84.42372,33.74262,-84.4237205,33.74261859999999,Atlanta Good shepard Agro-ecology,Farm,gdf_selected,1
-84.42323,33.68142,-84.42323,33.68142,Cleveland Foodmart & Grocery Llc  ,Convenience Store,snap_atlanta_df,1
-84.42307,33.7226,-84.42307,33.7226,Lee Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.42249,33.71735,-84.42249109999999,33.71734609999999,1055 Arden Ave. (lihtc),Garden,gdf_selected,1
-84.42119,33.65907,-84.42119,33.65907,Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.42108,33.72458,-84.42108,33.72458,Lee Petro  ,Convenience Store,snap_atlanta_df,1
-84.42075,33.77322,-84.42075,33.77322,Good Sam Market  ,Farmers' Market,snap_atlanta_df,1
-84.4206,33.7736,-84.42060499999998,33.773600200000004,The Farm at Good Sam (Health Center) | The Market at Good Sam (Health Center),Farm | Farmers Market,gdf_selected,1
-84.41881,33.77525,-84.41881,33.77525,Retaaza 1 | The MARTA Markets  ,Delivery Route,snap_atlanta_df,1
-84.41866,33.6809,-84.41866,33.6809,Larrys Quick Stop 1,Convenience Store,snap_atlanta_df,1
-84.41839,33.73645,-84.4183925999999,33.7364546,Big Bear Foods,Neighborhood Market,gdf_selected,1
-84.41826,33.69901,-84.41826,33.69901,Quality Meat Market  ,Medium Grocery Store,snap_atlanta_df,1
-84.41824,33.68114,-84.41824,33.68114,Chevron Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.41784,33.77236,-84.41784,33.77236,Lowery Food Mart N/A,Convenience Store,snap_atlanta_df,1
-84.41778,33.73848,-84.417781020916,33.738480482254,Atlanta Food n Market,Grocery Store,df_grocery_selected,1
-84.41776,33.7367,-84.41776,33.7367,Big Bear Supermarket  ,Super Store,snap_atlanta_df,1
-84.41776,33.73917,-84.41776,33.73917,Lt New Orleans Seafood Market  ,Seafood Specialty,snap_atlanta_df,1
-84.41774,33.76322,-84.41774,33.76322,GX Market  ,Convenience Store,snap_atlanta_df,1
-84.41772,33.73953,-84.41772,33.73953,Family Dollar 6509,Combination Grocery/Other,snap_atlanta_df,1
-84.41772,33.76379,-84.41772,33.76379,Chevron Food Mart 0,Convenience Store,snap_atlanta_df,1
-84.41771,33.7009,-84.41771,33.7009,Eastpoint Grocery  ,Convenience Store,snap_atlanta_df,1
-84.41764,33.69912,-84.41763519999989,33.6991241,Quality Meat Market,Neighborhood Market,gdf_selected,1
-84.41756,33.74567,-84.41756,33.74567,Gas Express LLC dba Circle K 153,Convenience Store,snap_atlanta_df,1
-84.41756,33.75859,-84.41756,33.75859,Neighbors Market N/A,Convenience Store,snap_atlanta_df,1
-84.41739,33.76859,-84.41739,33.76859,Lowery Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.41714,33.7381,-84.41714,33.7381,CVS Pharmacy 4178,Combination Grocery/Other,snap_atlanta_df,1
-84.41685,33.7727,-84.41685,33.7727,Bankhead Shell  ,Convenience Store,snap_atlanta_df,1
-84.41652,33.73803,-84.41651779999998,33.7380262,Wadada Healthy Market and Juice Bar,Neighborhood Market,gdf_selected,1
-84.416,33.79989,-84.416,33.79989,Quik Trip 0832,Convenience Store,snap_atlanta_df,1
-84.41556,33.80137,-84.41556,33.80137,KROGER  346,Super Store,snap_atlanta_df,1
-84.41474,33.81021,-84.41474079999992,33.8102137,Publix Super Market Howell Mill Village,Grocery Store,gdf_selected,1
-84.41458,33.80353,-84.41458,33.80353,Shell Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.41449,33.73359,-84.41449,33.73359,Food N Fun  ,Convenience Store,snap_atlanta_df,1
-84.41442,33.73805,-84.41442482379,33.738051864197,MD STORE LLC,Grocery Store,df_grocery_selected,1
-84.41432,33.80116,-84.4143189,33.8011648,Kroger Howell Mill,Grocery Store,gdf_selected,1
-84.41425,33.77283,-84.41425,33.77283,Family Dollar 6501,Combination Grocery/Other,snap_atlanta_df,1
-84.41415,33.73286,-84.41415,33.73286,Discount Mart Llc  ,Convenience Store,snap_atlanta_df,1
-84.41409,33.75539,-84.41409,33.75539,Walmart 7601,Super Store,snap_atlanta_df,1
-84.41407,33.68186,-84.41407,33.68186,BP Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.41372,33.79438,-84.41371699999989,33.79437999999999,Floral Park Market,Neighborhood Market,gdf_selected,1
-84.41361,33.77025,-84.413612617372,33.770252160621,MORGAN'S GROCERY,Grocery Store,df_grocery_selected,1
-84.41354,33.66196,-84.41354,33.66196,Hapeville Mart ,Convenience Store,snap_atlanta_df,1
-84.41317,33.80671,-84.41317,33.80671,Shell Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.41275,33.81024,-84.41275,33.81024,PUBLIX 1119 | Walgreens 17037,Combination Grocery/Other | Supermarket,snap_atlanta_df,1
-84.41267,33.71843,-84.412666971056,33.718433013986,"Simply Organic Market, Inc.",Grocery Store,df_grocery_selected,1
-84.4115,33.76349,-84.4115,33.76349,Shoppers Supermarket  ,Convenience Store,snap_atlanta_df,1
-84.41144,33.80348,-84.41143929999998,33.8034755,Walmart Howell Mill,Supercenter,gdf_selected,1
-84.41076,33.77283,-84.41076,33.77283,Bp Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.41027,33.6816,-84.41027,33.6816,Citgo Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.4094,33.62828,-84.4094,33.62828,Bp To-go  ,Convenience Store,snap_atlanta_df,1
-84.40933,33.77874,-84.409327620831,33.778740094872,ARDEN GARDEN,Grocery Store,df_grocery_selected,1
-84.40889,33.68786,-84.40889,33.68786,Vp Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.40868,33.65836,-84.40868,33.65836,NATURE'S OWN HERB SHOP 1,Convenience Store,snap_atlanta_df,1
-84.40864,33.68711,-84.40864,33.68711,Shell Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.4086,33.74176,-84.4086,33.74176,Whitehall Exxon  ,Convenience Store,snap_atlanta_df,1
-84.4084,33.68246,-84.4084002,33.682455399999895,Kroger Metropolitan Pkwy,Grocery Store,gdf_selected,1
-84.40817,33.71647,-84.40817,33.71647,Corner Grocery  ,Convenience Store,snap_atlanta_df,1
-84.40816,33.68057,-84.40816,33.68057,Walgreens 11488,Combination Grocery/Other,snap_atlanta_df,1
-84.40816,33.72319,-84.40816,33.72319,Midway Exxon  ,Convenience Store,snap_atlanta_df,1
-84.40804,33.78141,-84.40804,33.78141,QuikTrip 805,Convenience Store,snap_atlanta_df,1
-84.40801,33.70165,-84.40801,33.70165,Family Dollar 12070,Combination Grocery/Other,snap_atlanta_df,1
-84.40783,33.78424,-84.40783,33.78424,Lidl 1584,Super Store,snap_atlanta_df,1
-84.40781,33.68261,-84.40781,33.68261,KROGER  364,Super Store,snap_atlanta_df,1
-84.40781,33.74001,-84.40781,33.74001,Chevron Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.4077,33.68163,-84.4077,33.68163,Dollar General 19011,Combination Grocery/Other,snap_atlanta_df,1
-84.40768,33.697,-84.40768,33.697,Atlanta Texaco/ Ez Market 0,Convenience Store,snap_atlanta_df,1
-84.40765,33.70382,-84.40765,33.70382,Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.40759,33.72255,-84.40759,33.72255,Atlanta Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.40746,33.69889,-84.40746,33.69889,Dollar Tree 5242,Combination Grocery/Other,snap_atlanta_df,1
-84.40746,33.78188,-84.40746,33.78188,Best For Less  ,Convenience Store,snap_atlanta_df,1
-84.40737,33.75269,-84.40737057209789,33.75268929375749,Goodr at APS Services Hub,Emergency Food Relief,gdf_selected,1
-84.40735,33.68333,-84.40735,33.68333,Lucky 7 Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.4071,33.78587,-84.4071,33.78587,Market at 14th Shell  ,Convenience Store,snap_atlanta_df,1
-84.40644,33.74633,-84.40644,33.74633,Northside Texaco  ,Convenience Store,snap_atlanta_df,1
-84.40576,33.77381,-84.40576,33.77381,Tech Shop & Run  ,Convenience Store,snap_atlanta_df,1
-84.40542,33.73206,-84.40542,33.73206,Pittsburgh Mart  ,Convenience Store,snap_atlanta_df,1
-84.4053,33.65708,-84.4053,33.65708,Citgo Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.40501,33.76983,-84.40501,33.76983,Benz Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.40439,33.73632,-84.40439,33.73632,Community Kitchen N Pantry  ,Convenience Store,snap_atlanta_df,1
-84.40408,33.75037,-84.40408,33.75037,Flowers Bakery Outlet 144,Convenience Store,snap_atlanta_df,1
-84.40353,33.61209,-84.40353,33.61209,Exxon Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.40335,33.7434,-84.40335,33.7434,Whitehall Shell  ,Convenience Store,snap_atlanta_df,1
-84.4031,33.69531,-84.40309769999989,33.69531219999999,Earth Dog Farm,Farm,gdf_selected,1
-84.40279,33.65533,-84.40279,33.65533,Tienda Y Carniceria Santacruz  ,Medium Grocery Store,snap_atlanta_df,1
-84.40256,33.75269,-84.40256,33.75269,Northside Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.40241,33.65512,-84.40241,33.65512,Carniceria La Esperanza  ,Medium Grocery Store,snap_atlanta_df,1
-84.40227,33.65567,-84.40227,33.65567,City Food Market  ,Medium Grocery Store,snap_atlanta_df,1
-84.40221,33.73236,-84.4022052,33.73236049999999,Pyramid Grocery,Neighborhood Market,gdf_selected,1
-84.40215,33.68161,-84.40215,33.68161,12 Hours LLC | 12hours Food Mart  ,Convenience Store | Grocery Store,df_grocery_selected | snap_atlanta_df,2
-84.40193,33.72757,-84.40193,33.72757,"McDaniel Store, LLC | Welcome Foods Mcdaniel  ",Convenience Store | Grocery Store,df_grocery_selected | snap_atlanta_df,2
-84.40174,33.72131,-84.40173599999999,33.72131,Pittsburgh Community Market,Farmers Market,gdf_selected,1
-84.40173,33.7323,-84.40173,33.7323,Pyramid  ,Convenience Store,snap_atlanta_df,1
-84.40118,33.68087,-84.40118,33.68087,Quick Save/Shell Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.40078,33.73896,-84.4007759,33.738957,Whitehall Terrace Community Garden,AgLanta Grows-A-Lot Site,gdf_selected,1
-84.39977,33.72119,-84.399771580659,33.721187139731,Pittsburgh Community Market,Grocery Store,df_grocery_selected,1
-84.3993,33.702,-84.3993,33.702,Neighbourhood Market  ,Convenience Store,snap_atlanta_df,1
-84.39929,33.79319,-84.39929,33.79319,Target Store T-2137  ,Super Store,snap_atlanta_df,1
-84.39885,33.70726,-84.39885,33.70726,Big Brother Mini Supermarket  ,Convenience Store,snap_atlanta_df,1
-84.39846,33.73799,-84.39846,33.73799,Mami Grocery & Deli  ,Small Grocery Store,snap_atlanta_df,1
-84.39797,33.78639,-84.39797,33.78639,Bp Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.39793,33.74109,-84.39793,33.74109,Windsor Supermarket  ,Convenience Store,snap_atlanta_df,1
-84.39793,33.79284,-84.39793,33.79284,PUBLIX 1010,Supermarket,snap_atlanta_df,1
-84.39787,33.79273,-84.39787149999998,33.7927258,Publix Super Market Atlantic Station,Grocery Store,gdf_selected,1
-84.3967,33.68143,-84.3967,33.68143,BP Cleveland  ,Convenience Store,snap_atlanta_df,1
-84.3967,33.74924,-84.39670199999989,33.749245,5 Points Community Garden,AgLanta Grows-A-Lot Site (legacy),gdf_selected,1
-84.39616,33.76516,-84.39616,33.76516,LUCKIE STREET GROCERY  ,Convenience Store,snap_atlanta_df,1
-84.39576,33.67996,-84.39576089999998,33.6799581,Piggly Wiggly,Grocery Store,gdf_selected,1
-84.39573,33.68012,-84.39573,33.68012,75 Farmers Market  ,Supermarket,snap_atlanta_df,1
-84.39556,33.68144,-84.39556099999999,33.6814375,El Progreso #1,Neighborhood Market,gdf_selected,1
-84.39555,33.68114,-84.39555,33.68114,CARNICERIA Y TIENDA EL PROGRESO  ,Medium Grocery Store,snap_atlanta_df,1
-84.39417,33.68139,-84.39417,33.68139,Cleveland Stop  ,Convenience Store,snap_atlanta_df,1
-84.39417,33.74907,-84.39417,33.74907,BK Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.39397,33.80648,-84.39397,33.80648,Shell Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.3939,33.70907,-84.3939,33.70907,3 Way Grocery  ,Convenience Store,snap_atlanta_df,1
-84.39379,33.73656,-84.39379,33.73656,Abernathy Bp  ,Convenience Store,snap_atlanta_df,1
-84.39378,33.71394,-84.39378,33.71394,A&b Foodmart 1,Convenience Store,snap_atlanta_df,1
-84.39351,33.75782,-84.39351,33.75782,Castleberry Farmers Market 1,Farmers' Market,snap_atlanta_df,1
-84.39307,33.80797,-84.39307,33.80797,CVS PHARMACY 2082,Combination Grocery/Other,snap_atlanta_df,1
-84.39298,33.72356,-84.392977377583,33.723559595516,Fly Seafood Market,Grocery Store,df_grocery_selected,1
-84.39297,33.72356,-84.39297,33.72356,Pryor Gas and Food  ,Convenience Store,snap_atlanta_df,1
-84.39294,33.69921,-84.39294,33.69921,BP Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.3928,33.72287,-84.3928,33.72287,CHEVRON FOOD MART  ,Convenience Store,snap_atlanta_df,1
-84.39264,33.72194,-84.39264,33.72194,University Bp Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.3922,33.81193,-84.3922,33.81193,The Fresh Market 061,Supermarket,snap_atlanta_df,1
-84.3917,33.75399,-84.391697,33.7539909,MARTA Market - Five Points Fresh,Farmers Market,gdf_selected,1
-84.39163,33.81574,-84.3916280999999,33.8157417,Peachtree Senior Tower (lihtc),Garden,gdf_selected,1
-84.39141,33.81195,-84.3914135,33.811948599999994,The Fresh Market PeachtreeRd,Grocery Store,gdf_selected,1
-84.39068,33.75622,-84.39068,33.75622,Walton Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.39043,33.75517,-84.39043,33.75517,Gateway Newstand  ,Convenience Store,snap_atlanta_df,1
-84.39012,33.75937,-84.39012,33.75937,Circle K 26655984,Convenience Store,snap_atlanta_df,1
-84.38947,33.77065,-84.38947,33.77065,BP Gas Station  ,Convenience Store,snap_atlanta_df,1
-84.38933,33.75433,-84.38933,33.75433,Azalea Fresh Market  ,Supermarket,snap_atlanta_df,1
-84.38853,33.81951,-84.3885349,33.8195099,Publix Peachtree Battle,Grocery Store,gdf_selected,1
-84.38851,33.6809,-84.38851,33.6809,24 Hour Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.3884,33.68136,-84.3884,33.68136,24/7 Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.38832,33.73034,-84.38832,33.73034,Discount Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.38827,33.78586,-84.3882659,33.7858568,Whole Foods Midtown,Grocery Store,gdf_selected,1
-84.38826,33.75991,-84.38826,33.75991,Peach Mart  ,Convenience Store,snap_atlanta_df,1
-84.38804,33.7796,-84.38804399999998,33.77959930000001,Publix West Peachtree Midtown,Grocery Store,gdf_selected,1
-84.38795,33.78659,-84.38795,33.78659,Whole Foods 10650,Super Store,snap_atlanta_df,1
-84.38784,33.75723,-84.38784,33.75723,CVS Pharmacy 02757,Combination Grocery/Other,snap_atlanta_df,1
-84.38773,33.73945,-84.38773,33.73945,Publix Super Market 1825,Supermarket,snap_atlanta_df,1
-84.3877,33.79609,-84.3877,33.79609,Uptown Station Inc  ,Convenience Store,snap_atlanta_df,1
-84.38767,33.82011,-84.38767,33.82011,PUBLIX  0719,Supermarket,snap_atlanta_df,1
-84.38766,33.73204,-84.387655204343,33.732038603039,"HANK AARON GROCERY, LLC",Grocery Store,df_grocery_selected,1
-84.38755,33.76044,-84.38755,33.76044,CVS 10043,Combination Grocery/Other,snap_atlanta_df,1
-84.38739,33.8303,-84.38738779999998,33.8302972,Peachtree Rd Farmers Market,Farmers Market,gdf_selected,1
-84.38726,33.82976,-84.38726,33.82976,PEACHTREE ROAD FARMERS MARKET  ,Farmers' Market,snap_atlanta_df,1
-84.38713,33.73908,-84.3871346,33.7390788,Publix Super Market Summerhill,Grocery Store,gdf_selected,1
-84.38706,33.73885,-84.387062184693,33.738851036755,"Publix Super Markets, Inc.",Grocery Store,df_grocery_selected,1
-84.38654,33.81977,-84.38654,33.81977,Walgreens 19047,Combination Grocery/Other,snap_atlanta_df,1
-84.38606,33.7685,-84.3860644,33.7684962,Eat Right Atlanta - Emory Midtown,Mobile Food Market,gdf_selected,1
-84.38528,33.71919,-84.38528159999998,33.7191877,Carver Neighborhood Market,Neighborhood Market,gdf_selected,1
-84.38489,33.71867,-84.38489,33.71867,Carver Neighborhood Market  ,Small Grocery Store,snap_atlanta_df,1
-84.38477,33.68072,-84.38477,33.68072,A Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.38471,33.70235,-84.38471,33.70235,Exxon Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.38441,33.77753,-84.38441,33.77753,CVS Pharmacy 2943,Combination Grocery/Other,snap_atlanta_df,1
-84.38432,33.77781,-84.38432,33.77781,QuikTrip 1700,Convenience Store,snap_atlanta_df,1
-84.38431,33.78105,-84.38430769999998,33.7810517,Savi Provisions,Neighborhood Market,gdf_selected,1
-84.38425,33.73933,-84.38425,33.73933,Jds Summerhill Variety Deli  ,Convenience Store,snap_atlanta_df,1
-84.38424,33.73936,-84.38423550000002,33.7393561,JD Summerhill Variety Deli,Neighborhood Market,gdf_selected,1
-84.38387,33.77866,-84.38387,33.77866,Dollar General 21822,Combination Grocery/Other,snap_atlanta_df,1
-84.38369,33.75466,-84.38369,33.75466,K Stop  ,Convenience Store,snap_atlanta_df,1
-84.38324,33.72712,-84.38324,33.72712,Father And Son Superette  ,Convenience Store,snap_atlanta_df,1
-84.38319,33.75134,-84.3831934999999,33.75133699999999,Jesse Hill Marker -Grady Food Pharmacy,Neighborhood Market,gdf_selected,1
-84.38307,33.83373,-84.38307,33.83373,Walgreens 09303,Combination Grocery/Other,snap_atlanta_df,1
-84.38301,33.85614,-84.38301,33.85614,Buckhead Shoppe  ,Convenience Store,snap_atlanta_df,1
-84.38286,33.83415,-84.3828587,33.83415339999999,Publix Super Market The Peach,Grocery Store,gdf_selected,1
-84.38271,33.85471,-84.38271,33.85471,Walgreens 10422,Combination Grocery/Other,snap_atlanta_df,1
-84.38262,33.75748,-84.38262,33.75748,BP Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.38219,33.71807,-84.38219319999999,33.7180667,Lakewood Food Mart,Neighborhood Market,gdf_selected,1
-84.38218,33.71806,-84.38218,33.71806,Lakewood Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.38207,33.77251,-84.38207,33.77251,Bp Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.38193,33.84064,-84.381928604274,33.840638605804,"WHOLE FOODS  MARKET GROUP, INC | Whole Foods Market Buckhead",Grocery Store,df_grocery_selected | gdf_selected,2
-84.38188,33.77022,-84.38188,33.77022,WALGREENS  6032,Combination Grocery/Other,snap_atlanta_df,1
-84.38166,33.89031,-84.38166,33.89031,Roswell Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.38143,33.77254,-84.38143,33.77254,Chevron Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.38136,33.85747,-84.381360646515,33.857470515118,ARDEN'S GARDEN,Grocery Store,df_grocery_selected,1
-84.38129,33.83999,-84.38129,33.83999,Whole Foods Market 10206,Super Store,snap_atlanta_df,1
-84.38127,33.89136,-84.38127,33.89136,Quick Shop 2,Convenience Store,snap_atlanta_df,1
-84.38123,33.91103,-84.38123,33.91103,Supermercado Santa Fe  ,Medium Grocery Store,snap_atlanta_df,1
-84.38117,33.7705,-84.3811748,33.770495399999994,Publix Piedmont,Grocery Store,gdf_selected,1
-84.38112,33.84327,-84.381123103379,33.843267505915,LUCY'S MARKET,Grocery Store,df_grocery_selected,1
-84.38109,33.75558,-84.38109,33.75558,Sweet Auburn Grocery  ,Convenience Store,snap_atlanta_df,1
-84.381,33.87148,-84.381,33.87148,Publix 0718,Supermarket,snap_atlanta_df,1
-84.38099,33.89992,-84.38099,33.89992,Chevron Foodmart  ,Convenience Store,snap_atlanta_df,1
-84.38078,33.91789,-84.38078,33.91789,Dollar Tree 2230 | WHOLE FOODS MARKET 10136,Combination Grocery/Other | Super Store,snap_atlanta_df,1
-84.38062,33.87334,-84.38062,33.87334,Roswell Chevron  ,Convenience Store,snap_atlanta_df,1
-84.38042,33.92821,-84.38042,33.92821,ALDI 76020 | Los Pinos ,Large Grocery Store | Supermarket,snap_atlanta_df,1
-84.38036,33.70831,-84.38036,33.70831,Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.3802,33.90618,-84.3802,33.90618,Target 2333,Super Store,snap_atlanta_df,1
-84.38013,33.91097,-84.38013,33.91097,IGUALA MEAT MARKET   | La Canasta Supermercado #! Ste #6,Medium Grocery Store,snap_atlanta_df,1
-84.38011,33.70686,-84.38011,33.70686,Family Dollar 11425,Combination Grocery/Other,snap_atlanta_df,1
-84.38002,33.87534,-84.38002,33.87534,The Fresh Market 084,Supermarket,snap_atlanta_df,1
-84.38001,33.75436,-84.38001,33.75436,Parks Meat Market Llc Dba Country Meat Market  ,Meat/Poultry Specialty,snap_atlanta_df,1
-84.38001,33.75437,-84.38001,33.75437,Atlantic Seafood  ,Seafood Specialty,snap_atlanta_df,1
-84.37995,33.78173,-84.37995,33.78173,Midtown Market 225  ,Convenience Store,snap_atlanta_df,1
-84.37991,33.75402,-84.37991399999999,33.7540215,The Municipal Market- Sweet Auburn,Neighborhood Market,gdf_selected,1
-84.3799,33.75437,-84.3799,33.75437,D & J Market  ,Meat/Poultry Specialty,snap_atlanta_df,1
-84.3799,33.87447,-84.3798997,33.874474000000006,The Fresh Market RoswellRd,Grocery Store,gdf_selected,1
-84.37988,33.75405,-84.37988,33.75405,"City Produce   | Garden Market ATL  | Market Pharmacy, Inc   | Porky Pig Market Company   | SH PRODUCE-MARKET LLC | SH Produce   | Yunny LLC",Combination Grocery/Other | Convenience Store | Fruits/Veg Specialty | Grocery Store | Meat/Poultry Specialty | Medium Grocery Store,df_grocery_selected | snap_atlanta_df,2
-84.37982,33.88057,-84.37982,33.88057,CVS Pharmacy 5411,Combination Grocery/Other,snap_atlanta_df,1
-84.37975,33.7444,-84.37975,33.7444,Hill Street Shell  ,Convenience Store,snap_atlanta_df,1
-84.37975,33.87852,-84.37975,33.87852,Walgreens 10265,Combination Grocery/Other,snap_atlanta_df,1
-84.37962,33.70964,-84.37962,33.70964,MAULIA INC | Quick Pick Foodmart  ,Convenience Store | Grocery Store,df_grocery_selected | snap_atlanta_df,2
-84.37944,33.74678,-84.37944,33.74678,Bp Food Mart 0,Convenience Store,snap_atlanta_df,1
-84.37942,33.87786,-84.37942,33.87786,Shell Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.37933,33.91544,-84.37933,33.91544,Shell Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.3793,33.87122,-84.3792964,33.8712214,Publix Roswell Chastain Sq,Grocery Store,gdf_selected,1
-84.3791,33.93076,-84.3791,33.93076,Shahrzad  ,Medium Grocery Store,snap_atlanta_df,1
-84.37888,33.91025,-84.37888,33.91025,Bakkal International Foods  ,Small Grocery Store,snap_atlanta_df,1
-84.37882,33.91054,-84.37882,33.91054,SANDY SPRINGS CHEVRON  ,Convenience Store,snap_atlanta_df,1
-84.37863,33.78386,-84.37863,33.78386,Piedmont Park Green Market  ,Farmers' Market,snap_atlanta_df,1
-84.3786,33.91877,-84.3786,33.91877,Bp Foodmart Corner  ,Convenience Store,snap_atlanta_df,1
-84.37858,33.7839,-84.37858039999989,33.783898,Green Market at Piedmont Park,Farmers Market,gdf_selected,1
-84.37828,33.7496,-84.37828,33.7496,Intown Market  ,Convenience Store,snap_atlanta_df,1
-84.37753,33.92421,-84.37753,33.92421,Mount Vernon Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.37747,33.776,-84.3774678,33.7759962,L & M Market,Neighborhood Market,gdf_selected,1
-84.37733,33.83737,-84.3773314,33.83737459999999,Savi Provisions,Neighborhood Market,gdf_selected,1
-84.37704,33.72505,-84.3770394,33.7250514,Grant Park Community Farmers Market,Farmers Market,gdf_selected,1
-84.37679,33.93602,-84.37679,33.93602,PUBLIX 0468,Supermarket,snap_atlanta_df,1
-84.3756,33.69267,-84.3756025,33.69267250000001,Urban Food Forest at Browns Mill,AgLanta Grows-A-Lot Site (legacy),gdf_selected,1
-84.37505,33.84133,-84.37505,33.84133,Trader Joe's 735,Supermarket,snap_atlanta_df,1
-84.37501,33.7542,-84.37501,33.7542,Goodr Community Market On Edgewood  ,Convenience Store,snap_atlanta_df,1
-84.37499,33.84095,-84.3749866,33.8409526,Trader Joe's Buckhead,Grocery Store,gdf_selected,1
-84.37475,33.84608,-84.37475,33.84608,"Publix Super Markets, Inc. 1867",Supermarket,snap_atlanta_df,1
-84.37466,33.75465,-84.37466,33.75465,Edgewood Foodmart Inc.  ,Convenience Store,snap_atlanta_df,1
-84.37397,33.84615,-84.373972166504,33.846150251965,"Publix Super Markets, Inc.",Grocery Store,df_grocery_selected,1
-84.37325,33.84251,-84.37325,33.84251,Aldi 76001,Supermarket,snap_atlanta_df,1
-84.37324,33.84249,-84.37324,33.84249,CVS PHARMACY 5731,Combination Grocery/Other,snap_atlanta_df,1
-84.37284,33.80076,-84.37283919999999,33.800756400000004,Kroger Ansley Mall,Grocery Store,gdf_selected,1
-84.37245,33.84091,-84.37244789999998,33.84091449999999,ALDI - Buckhead,Grocery Store,gdf_selected,1
-84.37241,33.81176,-84.37241,33.81176,Plaster Shell & Food  ,Convenience Store,snap_atlanta_df,1
-84.37223,33.67235,-84.37223,33.67235,Pure Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.37211,33.67246,-84.37211,33.67246,"Jones Prime, LLC  ",Convenience Store,snap_atlanta_df,1
-84.37192,33.80102,-84.37192,33.80102,KROGER  298,Super Store,snap_atlanta_df,1
-84.37174,33.77097,-84.37174,33.77097,North Avenue Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.37167,33.76454,-84.37167,33.76454,Boulevard Lotto Grocery  ,Convenience Store,snap_atlanta_df,1
-84.37146,33.79792,-84.37145509999989,33.7979202,Publix Super Market Ansley Mall,Grocery Store,gdf_selected,1
-84.37123,33.77388,-84.37123,33.77388,Shell Food Mart  ,Convenience Store,snap_atlanta_df,1
-84.37083,33.74615,-84.37083,33.74615,Grant Park Market  ,Combination Grocery/Other,snap_atlanta_df,1
-84.37075,33.68846,-84.37074669999998,33.6884569,Crack In the Sidewalk Farmlet,Farm,gdf_selected,1
-84.37075,33.74666,-84.37074600522348,33.74665842019531,Grant Park Market,Neighborhood Market,gdf_selected,1
-84.37013,33.75209,-84.370127387517,33.752091635834,"Midtown Pantry, LLC",Grocery Store,df_grocery_selected,1
-84.36977,33.78851,-84.36977470000001,33.788510599999995,Sean's Harvest Market,Neighborhood Market,gdf_selected,1
-84.3696,33.79646,-84.3696,33.79646,Publix 599,Supermarket,snap_atlanta_df,1
-84.36922,33.77918,-84.36922189999999,33.779183599999996,Trader Joe's Monroe,Grocery Store,gdf_selected,1
-84.36865,33.74458,-84.36865,33.74458,CHEVRON FOOD MART  ,Convenience Store,snap_atlanta_df,1
-84.36856,33.71429,-84.36856,33.71429,Carniceria Y Tienda El Progreso 14,Medium Grocery Store,snap_atlanta_df,1
